STATION,SOURCE,LATITUDE,LONGITUDE,ELEVATION,CALL_SIGN,Air Temperature (°C),Above Freezing Flag,Dew Point (°C),Sea Level Pressure (hPa),MW1_VAL,Visibility (km),REPORT_TYPE_FM-12,REPORT_TYPE_FM-15,REPORT_TYPE_FM-16,HOUR
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-0.942513444,0.425476852,-0.58715493,-1.413480506,-1.542022107,-0.795147274,1,0,0,21
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-0.898078287,0.425476852,-0.652593406,0.707515915,-1.542022107,-0.795147274,0,1,0,21
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.652593406,0.707515915,-1.542022107,-0.837219624,0,1,0,21
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-0.975839813,0.425476852,-0.626418016,-1.413386062,-1.542022107,-0.837219624,1,0,0,22
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.652593406,0.707515915,-1.542022107,-0.795147274,0,1,0,22
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.783470356,0.707515915,-1.542022107,-0.795147274,0,1,0,22
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-0.986948602,0.425476852,-0.665681101,-1.413480506,-1.542022107,-0.795147274,1,0,0,23
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-0.898078287,0.425476852,-0.652593406,0.707515915,-1.542022107,-0.795147274,0,1,0,23
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.795147274,0,1,0,23
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.053601339,-2.350304123,-0.744207271,-1.413480506,-1.542022107,-0.795147274,1,0,0,0
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.652593406,0.707515915,-1.542022107,-0.795147274,0,1,0,0
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.795147274,0,1,0,0
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.098036496,-2.350304123,-0.796558051,-1.413480506,-1.542022107,-0.795147274,1,0,0,1
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.795147274,0,1,0,1
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.795147274,0,1,0,1
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.064710128,-2.350304123,-0.731119576,-1.413645783,-1.542022107,-0.837219624,1,0,0,2
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.837219624,0,1,0,2
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.783470356,0.707515915,-1.542022107,-0.837219624,0,1,0,2
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.796558051,-1.413763837,-1.542022107,-0.870877504,1,0,0,3
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.870877504,0,1,0,3
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.914347307,0.707515915,-1.542022107,-0.870877504,0,1,0,3
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.098036496,-2.350304123,-0.770382661,-1.413905503,-1.542022107,-0.837219624,1,0,0,4
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.854048564,0,1,0,4
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.783470356,0.707515915,-1.542022107,-0.795147274,0,1,0,4
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.131362865,-2.350304123,-0.809645746,-1.413952725,-1.542022107,-0.837219624,1,0,0,5
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.914347307,0.707515915,-1.542022107,-0.837219624,0,1,0,5
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.837219624,0,1,0,5
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.796558051,-1.413929114,-1.542022107,-0.795147274,1,0,0,6
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.803561744,0,1,0,6
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.783470356,0.707515915,-1.542022107,-0.828805154,0,1,0,6
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.153580444,-2.350304123,-0.835821136,-1.414094391,-1.542022107,-0.837219624,1,0,0,7
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.914347307,0.707515915,-1.542022107,-0.837219624,0,1,0,7
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.120254075,-2.350304123,-0.783470356,0.707515915,-1.542022107,-0.837219624,0,1,0,7
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.02027497,-2.350304123,-0.678768796,-1.414023558,-1.542022107,-0.626857872,1,0,0,8
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.783470356,0.707515915,0,-0.626857872,0,1,0,8
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-1.009166181,0.425476852,-0.783470356,0.707515915,0,-0.626857872,0,1,0,8
0,0,1.42E-14,7.11E-15,-5.68E-14,0,-0.942513444,0.425476852,-0.61333032,-1.413976336,0,-0.290279069,1,0,0,9
